Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL,Year,Category,Nominee,Won?
The Adventures of Robin Hood,"Action, Adventure, Romance",97.0,8.0,,PG,Warner Bros.,14 May 1938,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1938 (11th),Best Picture,The Adventures of Robin Hood,NO
Alexander's Ragtime Band,"Drama, Musical, Romance",,7.0,,APPROVED,20th Century Fox Film Corporation,16 Aug 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BZWI4NzQ1N2UtNTgzYi00Zjg3LTg2NWItNTVlZDlkMGRiMWQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,1938 (11th),Best Picture,Alexander's Ragtime Band,NO
Boys Town,"Biography, Drama",,7.3,,Passed,MGM Home Entertainment,09 Sep 1938,https://m.media-amazon.com/images/M/MV5BMWUwMWRmYTYtY2Q2MS00ZTRlLTljNjQtNzlkMmRjNjllNjNlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1938 (11th),Best Picture,Boys Town,NO
The Citadel,Drama,,7.2,,PASSED,MGM Home Entertainment,29 Oct 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM1MWY1ZDktNGIwYy00NmY1LTg2NDAtNjJhMDExNWJlODM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1938 (11th),Best Picture,The Citadel,NO
Four Daughters,"Drama, Music, Romance",,7.0,,APPROVED,Warner Brothers,09 Aug 1938,https://images-na.ssl-images-amazon.com/images/M/MV5BMWIyOTE5MWMtZDc5Ny00NmZiLWIwOTItNTdhODA4MDUwMzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1938 (11th),Best Picture,Four Daughters,NO
Grand Illusion,"Drama, Romance",,4.2,,,,01 Nov 1985,,1938 (11th),Best Picture,Grand Illusion,NO
Jezebel,"Drama, Romance",,7.6,,Approved,MGM Home Entertainment,26 Mar 1938,https://m.media-amazon.com/images/M/MV5BMzE3MzlmODUtZDQwZS00YTlkLThkN2MtYWVkYmQ0MzYwNzVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1938 (11th),Best Picture,Jezebel,NO
Pygmalion,"Comedy, Drama, Romance",,7.9,,NOT RATED,Criterion Collection,03 Mar 1939,https://m.media-amazon.com/images/M/MV5BNTgzN2NkMTAtYTc0Yy00ODc1LWI5ZTktNDIzNGFjY2M3NDhlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,1938 (11th),Best Picture,Pygmalion,NO
Test Pilot,"Drama, Romance",,6.9,,Passed,MGM,22 Apr 1938,https://m.media-amazon.com/images/M/MV5BZjVjZmQyNzAtNTBiOC00MjNkLTk1NjktNGI1YmFmYjA0ODNmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1938 (11th),Best Picture,Test Pilot,NO
You Can't Take It with You,"Comedy, Drama, Romance",,8.0,,Passed,Columbia Pictures,29 Sep 1938,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1938 (11th),Best Picture,You Can't Take It with You,YES
The Awful Truth,"Comedy, Romance",,7.9,,Not Rated,Columbia,21 Oct 1937,https://m.media-amazon.com/images/M/MV5BNzMwMTU0MTk2Nl5BMl5BanBnXkFtZTgwMTUyMjkzMjE@._V1_SX300.jpg,1937 (10th),Best Picture,The Awful Truth,NO
Captains Courageous,"Adventure, Drama, Family",,8.0,,Passed,MGM Home Entertainment,25 Jun 1937,https://m.media-amazon.com/images/M/MV5BODI5NjhiNjktYzhkNi00ODFkLTg0NTgtZDQ2M2E5ZTY2ZGM0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1937 (10th),Best Picture,Captains Courageous,NO
Dead End,"Adventure, Horror, Mystery, Thriller",,6.6,,R,LionsGate Entertainment,26 Sep 2003,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMjktMDk5My00YzMxLTk5ZDAtNmM0NTkyMDZmMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1937 (10th),Best Picture,Dead End,NO
The Good Earth,"Drama, Romance",,7.7,,PASSED,WARNER BROTHERS PICTURES,06 Aug 1937,https://m.media-amazon.com/images/M/MV5BNTM4NTczZWEtMTRhNi00YmRmLWE5ZDMtNjE2NGM0NDAwMjc2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1937 (10th),Best Picture,The Good Earth,NO
In Old Chicago,"Action, Drama, Musical, Romance",,6.9,,APPROVED,20th Century Fox Film Corporation,15 Apr 1938,https://m.media-amazon.com/images/M/MV5BZjMyMTU4M2YtZWVmOS00MmYwLTljYWItN2UwMjFjNTBmZmYzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1937 (10th),Best Picture,In Old Chicago,NO
The Life of Emile Zola,"Biography, Drama",,7.3,,Not Rated,MGM Home Entertainment,02 Oct 1937,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg,1937 (10th),Best Picture,The Life of Emile Zola,YES
Lost Horizon,"Adventure, Drama, Fantasy, Mystery",,7.8,,Approved,Sony Pictures Home Entertainment,01 Sep 1937,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1937 (10th),Best Picture,Lost Horizon,NO
One Hundred Men and a Girl,"Comedy, Music",,6.9,,APPROVED,Universal,05 Sep 1937,https://images-na.ssl-images-amazon.com/images/M/MV5BN2JlYzViNTQtZThhYy00YTQ1LWE4YjMtODY1MTVlNzMxOGJkXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,1937 (10th),Best Picture,One Hundred Men and a Girl,NO
Stage Door,"Comedy, Drama",,7.8,,Approved,Warner Home Video,08 Oct 1937,https://m.media-amazon.com/images/M/MV5BNzQwNTQxOTY3OF5BMl5BanBnXkFtZTgwMTg0MDgyMTE@._V1_SX300.jpg,1937 (10th),Best Picture,Stage Door,NO
A Star Is Born,"Drama, Music, Romance",88.0,7.7,,R,Warner Bros. Pictures,05 Oct 2018,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,1937 (10th),Best Picture,A Star Is Born,NO
Anthony Adverse,"Adventure, Drama, Romance",,6.5,,NOT RATED,Warner Bros.,29 Aug 1936,https://m.media-amazon.com/images/M/MV5BZjcwNTY3OTEtYTJlMi00MjkwLWI5MjctMTljNDAzMjYyYWJlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1936 (9th),Best Picture,Anthony Adverse,NO
Dodsworth,"Drama, Romance",,8.1,,Passed,Samuel Goldwyn Films,23 Sep 1936,https://m.media-amazon.com/images/M/MV5BNTIzOWU0NWUtN2Y2ZC00N2U2LTliMzQtZWNjNmZkNTc4YTU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1936 (9th),Best Picture,Dodsworth,NO
The Great Ziegfeld,"Biography, Drama, Musical, Romance",,6.8,,Not Rated,MGM Home Entertainment,08 Apr 1936,https://m.media-amazon.com/images/M/MV5BOTEzMTZjNjQtMDdiOC00YzU3LTgwODItYjEyYjRiNWFiNmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1936 (9th),Best Picture,The Great Ziegfeld,YES
Libeled Lady,"Comedy, Romance",,7.8,,Not Rated,Warner Home Video,09 Oct 1936,https://m.media-amazon.com/images/M/MV5BY2ZiMjFkNDEtMTY5Mi00NTA1LTllOGQtZGI1NWI4MGQ2NjBlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1936 (9th),Best Picture,Libeled Lady,NO
Mr. Deeds Goes to Town,"Comedy, Drama, Romance",,8.0,,Not Rated,Columbia Pictures,12 Apr 1936,https://m.media-amazon.com/images/M/MV5BNzdiMDVkNmMtNDI0Ny00MTQ5LWEwNjAtODQxOGNjOTZmMGVmL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1936 (9th),Best Picture,Mr. Deeds Goes to Town,NO
San Francisco,"Drama, Musical, Romance",,7.3,,UNRATED,MGM,26 Jun 1936,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4MjA5MDU0Nl5BMl5BanBnXkFtZTgwOTIyNTczMjE@._V1_SX300.jpg,1936 (9th),Best Picture,San Francisco,NO
The Story of Louis Pasteur,"Biography, Drama, History",,7.4,,UNRATED,MGM Home Entertainment,01 Feb 1936,https://ia.media-imdb.com/images/M/MV5BNzE5YjRjOTItZGFkYS00NzE5LTkzZGUtZmRhMzY5M2I2MTU3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1936 (9th),Best Picture,The Story of Louis Pasteur,NO
A Tale of Two Cities,"Drama, History, Romance",,7.8,,Not Rated,Warner Home Video,25 Dec 1935,https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,1936 (9th),Best Picture,A Tale of Two Cities,NO
Three Smart Girls,"Comedy, Musical, Romance",,6.8,,APPROVED,Universal Pictures,20 Dec 1936,https://ia.media-imdb.com/images/M/MV5BOGQ4YTdlNGEtOGVhMC00ZWE1LWI3ZjctYzYzNGJmMzJmNjFjXkEyXkFqcGdeQXVyMzc5ODc1MDY@._V1_SX300.jpg,1936 (9th),Best Picture,Three Smart Girls,NO
Alice Adams,"Comedy, Drama, Romance",,7.0,,Passed,Turner Home Entertainment,13 Nov 1935,https://m.media-amazon.com/images/M/MV5BYTJkYmJmOTMtMjJmZi00OGE4LTgwNzYtY2Q4MzU1NjYxN2M0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1935 (8th),Best Picture,Alice Adams,NO
Broadway Melody of 1936,"Musical, Romance",,6.8,,Passed,MGM,20 Sep 1935,https://m.media-amazon.com/images/M/MV5BZWJlZmFhMjQtMDJkNy00ZGFkLTg2Y2ItMTIxNTI0YWZjNWVmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,1935 (8th),Best Picture,Broadway Melody of 1936,NO
Captain Blood,"Action, Adventure",,7.8,,Not Rated,Twentieth Century Fox Home Entertainment,28 Dec 1935,https://m.media-amazon.com/images/M/MV5BMTkyNTIzMTA4MV5BMl5BanBnXkFtZTgwMDUzMjU1MzE@._V1_SX300.jpg,1935 (8th),Best Picture,Captain Blood,NO
The Informer,"Crime, Drama",,7.5,,Approved,Media Home Entertainment,24 May 1935,https://m.media-amazon.com/images/M/MV5BMDM1YjliYzYtOTkzMS00M2NkLThhNjctM2RlM2MxODE4YjJjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1935 (8th),Best Picture,The Informer,NO
Les Miserables,"Drama, History",,7.3,,Not Rated,ITV,27 Dec 1978,https://m.media-amazon.com/images/M/MV5BMTIzMTE1OTYwNV5BMl5BanBnXkFtZTcwODM4NTc0MQ@@._V1_SX300.jpg,1935 (8th),Best Picture,Les Miserables,NO
The Lives of a Bengal Lancer,"Adventure, Drama",,7.2,,Passed,Paramount Pictures,01 Feb 1935,https://m.media-amazon.com/images/M/MV5BOTMwOTMwY2QtMGVmYS00NjYxLWI5MjQtOTczNTVmOWVlNzczXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1935 (8th),Best Picture,The Lives of a Bengal Lancer,NO
A Midsummer Night's Dream,"Comedy, Fantasy, Romance",61.0,6.4,,PG-13,,14 May 1999,https://m.media-amazon.com/images/M/MV5BZjI5YzcxZmUtMWUzOC00MGJmLWFjODgtYTlhNTViNjFmYzE5XkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,1935 (8th),Best Picture,A Midsummer Night's Dream,NO
Naughty Marietta,"Drama, Musical, Romance",,7.0,,G,MGM Home Entertainment,29 Mar 1935,"https://m.media-amazon.com/images/M/MV5BMTM5Nzk2MzU5Nl5BMl5BanBnXkFtZTgwMzM2MzgzMTE@._V1._CR3,40,333,459_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg",1935 (8th),Best Picture,Naughty Marietta,NO
Ruggles of Red Gap,"Comedy, Romance",,7.7,,NOT RATED,MCA Universal Home Video,08 Mar 1935,https://m.media-amazon.com/images/M/MV5BMjIwNzQyOTYyNF5BMl5BanBnXkFtZTgwMzUxODgwMzE@._V1_SX300.jpg,1935 (8th),Best Picture,Ruggles of Red Gap,NO
Top Hat,"Comedy, Musical, Romance",,7.8,,Not Rated,Turner Home Entertainment,06 Sep 1935,https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,1935 (8th),Best Picture,Top Hat,NO
The Barretts of Wimpole Street,"Biography, Drama, Romance",,7.0,,PASSED,MGM,21 Sep 1934,https://m.media-amazon.com/images/M/MV5BY2Q4ZDBkMzEtNWM4ZC00MDRjLWIwNDItZTNkYWZjOGE5MjYwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1934 (7th),Best Picture,The Barretts of Wimpole Street,NO
Flirtation Walk,"Musical, Romance",,5.8,,NOT RATED,Warner Brothers,01 Dec 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODg1OTE3OF5BMl5BanBnXkFtZTgwMDY0NDIwMjE@._V1_SX300.jpg,1934 (7th),Best Picture,Flirtation Walk,NO
The Gay Divorcee,"Comedy, Musical, Romance",,7.6,,Approved,RKO Radio Pictures,12 Oct 1934,https://m.media-amazon.com/images/M/MV5BMTc5MjcxMjU0OV5BMl5BanBnXkFtZTgwODY0OTgxMTE@._V1_SX300.jpg,1934 (7th),Best Picture,The Gay Divorcee,NO
Here Comes the Navy,"Comedy, Drama, Romance",,6.4,,APPROVED,Warner Bros.,21 Jul 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BODIzMGEwNTAtZDlmYS00MTJlLWI0MzAtMzk5ZDU2ZDUwOWQ3XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,1934 (7th),Best Picture,Here Comes the Navy,NO
The House of Rothschild,"Biography, Drama, History",,6.8,,PASSED,20th Century Fox Film Corporation,07 Apr 1934,https://m.media-amazon.com/images/M/MV5BMzY3Mjc1MWEtOTJlMi00NDJjLTg0OTItYjg2ZTg2MjM5YjllXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1934 (7th),Best Picture,The House of Rothschild,NO
Imitation of Life,Drama,,7.9,,Not Rated,Universal Studios,18 Mar 1959,https://m.media-amazon.com/images/M/MV5BNjhiYzRiMzMtODMwZS00OWIwLTk3NTgtYjI1MDMxMDU5OWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1934 (7th),Best Picture,Imitation of Life,NO
It Happened One Night,"Comedy, Romance",87.0,8.1,,Not Rated,Sony Pictures Home Entertainment,22 Feb 1934,https://m.media-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1934 (7th),Best Picture,It Happened One Night,YES
One Night of Love,"Music, Romance",,5.9,,PASSED,Sony Pictures Home Entertainment,15 Sep 1934,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5NDg0NTY4NF5BMl5BanBnXkFtZTgwODQxODgwMzE@._V1._CR0,18,332,479_SY132_CR1,0,89,132_AL_.jpg_V1_SX300.jpg",1934 (7th),Best Picture,One Night of Love,NO
The Thin Man,"Comedy, Crime, Mystery",,8.1,,Not Rated,MGM,25 May 1934,https://m.media-amazon.com/images/M/MV5BMzFkZDQyYmUtYjBmZi00YzNmLTg5ZTktZmUzMGU0ODMzNzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1934 (7th),Best Picture,The Thin Man,NO
Viva Villa!,"Biography, Western",,6.5,,,MGM,27 Apr 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BZjMwZWMxZDctNTlkNC00YTE4LWIzZGEtYWZkNzFhZWU3ZDBjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1934 (7th),Best Picture,Viva Villa!,NO
The White Parade,Drama,,7.0,,APPROVED,,16 Nov 1934,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MzEwODkzMV5BMl5BanBnXkFtZTgwMjUzOTU0MjE@._V1_SX300.jpg,1934 (7th),Best Picture,The White Parade,NO
Cavalcade,"Drama, Romance, War",,6.0,,Passed,20th Century Fox Film Corporation,15 Apr 1933,https://m.media-amazon.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_SX300.jpg,1932/33 (6th),Best Picture,Cavalcade,YES
A Farewell to Arms,"Drama, Romance, War",,6.5,,Unrated,Gravitas,08 Dec 1932,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg,1932/33 (6th),Best Picture,A Farewell to Arms,NO
42nd Street,"Comedy, Musical, Romance",,7.6,,Passed,MGM Home Entertainment,11 Mar 1933,https://m.media-amazon.com/images/M/MV5BMTUzNDExNjQ3Ml5BMl5BanBnXkFtZTgwMjM2NDgzMTE@._V1_SX300.jpg,1932/33 (6th),Best Picture,42nd Street,NO
I Am a Fugitive from a Chain Gang,"Crime, Drama, Film-Noir",,8.1,,Passed,Vitaphone Corporation,19 Nov 1932,https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1932/33 (6th),Best Picture,I Am a Fugitive from a Chain Gang,NO
Lady for a Day,"Comedy, Drama",,7.5,,Passed,Columbia Pictures,13 Sep 1933,https://m.media-amazon.com/images/M/MV5BMTA4MjUxOTMwMTNeQTJeQWpwZ15BbWU4MDYyNjMwNDIx._V1_SX300.jpg,1932/33 (6th),Best Picture,Lady for a Day,NO
Little Women,"Drama, Family, Romance",87.0,7.3,,PG,,25 Dec 1994,https://m.media-amazon.com/images/M/MV5BNmJhNTgzMWYtZTU5OC00MmE2LTlkN2UtNWE0MmJiNWJmNmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,1932/33 (6th),Best Picture,Little Women,NO
She Done Him Wrong,"Comedy, Drama, History, Musical, Romance",,6.5,,Passed,MCA Universal Home Video,09 Feb 1933,https://m.media-amazon.com/images/M/MV5BY2Q3NjEzMTAtMDY3ZS00MDQ5LWI2N2MtZjk4NTE2ZDIwMzU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1932/33 (6th),Best Picture,She Done Him Wrong,NO
Smilin' Through,"Drama, Romance",,7.0,,APPROVED,MGM,24 Sep 1932,https://images-na.ssl-images-amazon.com/images/M/MV5BNDAyZjgyOTctMmI0OC00NjBhLTk5OGItYWZmMDBjMTMzNjg0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1932/33 (6th),Best Picture,Smilin' Through,NO
State Fair,"Comedy, Drama, Musical, Romance",,7.1,,Approved,20th Century Fox,30 Aug 1945,https://m.media-amazon.com/images/M/MV5BY2U0MmMxNzUtZDQzMC00MGFkLTk5ZmMtOTE2NzM1YTg2OTk2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1932/33 (6th),Best Picture,State Fair,NO
Arrowsmith,Drama,,6.2,,PASSED,United Artists,26 Dec 1931,https://images-na.ssl-images-amazon.com/images/M/MV5BMWE3MDVmMjAtODUwMy00NjAwLTk2YWEtNTA1MGE3OTY0OTFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1931/32 (5th),Best Picture,Arrowsmith,NO
Bad Girl,"Drama, Romance",,6.6,,NOT RATED,,13 Sep 1931,https://m.media-amazon.com/images/M/MV5BMjI2NDAwNDAyM15BMl5BanBnXkFtZTcwNjM1MjQxMw@@._V1_SX300.jpg,1931/32 (5th),Best Picture,Bad Girl,NO
The Champ,"Drama, Sport",,6.8,,PG,MGM Home Entertainment,04 Apr 1979,https://m.media-amazon.com/images/M/MV5BZDdmMGNiOGQtOWQzNC00ZDZjLWIxM2ItZTBlNGEwMzM1MGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1931/32 (5th),Best Picture,The Champ,NO
Five Star Final,"Crime, Drama",,7.3,,NOT RATED,Vitaphone Corporation,26 Sep 1931,"https://ia.media-imdb.com/images/M/MV5BMTM1ODIyMDAzMl5BMl5BanBnXkFtZTcwMTI2NTk5Mw@@._V1._CR10,63,342,435_SY132_CR7,0,89,132_AL_.jpg_V1_SX300.jpg",1931/32 (5th),Best Picture,Five Star Final,NO
Grand Hotel,"Drama, Romance",,7.5,,Not Rated,MGM Home Entertainment,11 Sep 1932,https://m.media-amazon.com/images/M/MV5BODc5OWY0MWQtZjgzMS00YTA1LTk1ZmEtY2VmYTgwYmU4ZjAwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1931/32 (5th),Best Picture,Grand Hotel,YES
One Hour with You,"Comedy, Musical, Romance",,7.3,,Passed,Paramount Pictures,25 Mar 1932,https://m.media-amazon.com/images/M/MV5BMmM0M2VmZGYtZjJhNy00MGYwLWFkYzMtMzcxMjVjN2FjMzVmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1931/32 (5th),Best Picture,One Hour with You,NO
Shanghai Express,"Adventure, Drama, Romance, Thriller",,7.4,,Approved,Paramount Pictures,12 Feb 1932,https://m.media-amazon.com/images/M/MV5BMDc3ODRlZDktY2M2MC00Y2UxLWI1MWMtODkyYjI1NzQyNjIwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,1931/32 (5th),Best Picture,Shanghai Express,NO
The Smiling Lieutenant,"Comedy, Romance, Musical",,7.8,,PASSED,Paramount Pictures,01 Aug 1931,https://m.media-amazon.com/images/M/MV5BZmIzMGMwOGQtYjY3YS00NmRhLTkxMjctZmYyNWIyYzc2NGVhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,1931/32 (5th),Best Picture,The Smiling Lieutenant,NO
Cimarron,"Drama, Western",,6.0,,PASSED,MGM Home Entertainment,09 Feb 1931,https://m.media-amazon.com/images/M/MV5BMjExODI2MjE4NF5BMl5BanBnXkFtZTgwMDA2NTAwMjE@._V1_SX300.jpg,1930/31 (4th),Best Picture,Cimarron,YES
East Lynne,Drama,,6.9,,,,01 Mar 1931,https://m.media-amazon.com/images/M/MV5BYjlhYzMyMzEtN2I2Yy00OGE3LWI5ZjAtNDI4YzkzMGFhM2M3XkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_SX300.jpg,1930/31 (4th),Best Picture,East Lynne,NO
The Front Page,"Comedy, Drama, Romance",,7.3,,PG,Universal Pictures,18 Dec 1974,https://m.media-amazon.com/images/M/MV5BNzFiMTFkYzItODM4Zi00ZGM0LThhOGItYTBhYjNhMmY2ZmZmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,1930/31 (4th),Best Picture,The Front Page,NO
Trader Horn,"Action, Adventure, Drama, Romance",,6.4,,PASSED,MGM,23 May 1931,https://m.media-amazon.com/images/M/MV5BMDY1YjcyZGQtZDU4Yi00NjZhLTk5YWUtNDQzNDk0YmIxOTA3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,1930/31 (4th),Best Picture,Trader Horn,NO
All Quiet on the Western Front,"Drama, War",,8.1,,Not Rated,Universal Pictures,24 Aug 1930,https://m.media-amazon.com/images/M/MV5BMzg2MWQ4MDEtOGZlNi00MTg0LWIwMjQtYWY5NTQwYmUzMWNmXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,1929/30 (3rd),Best Picture,All Quiet on the Western Front,YES
The Big House,"Crime, Drama, Thriller",,7.2,,Passed,Warner Bros.,14 Jun 1930,https://m.media-amazon.com/images/M/MV5BNjBjMmU2NjQtOGJlYS00OTE4LWE4ZjYtNzlmMzJhYmE5MjA5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,1929/30 (3rd),Best Picture,The Big House,NO
Disraeli,"Biography, Drama, History",,6.4,,PASSED,A & E,01 Nov 1929,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTAxOTExMV5BMl5BanBnXkFtZTgwMDk1MjgwMjE@._V1_SX300.jpg,1929/30 (3rd),Best Picture,Disraeli,NO
The Divorcee,"Romance, Drama",,6.9,,PASSED,MGM,19 Apr 1930,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NzQzNjEwNV5BMl5BanBnXkFtZTgwNjA2NTAwMjE@._V1_SX300.jpg,1929/30 (3rd),Best Picture,The Divorcee,NO
The Love Parade,"Comedy, Musical, Romance",,7.2,,APPROVED,Paramount Pictures,18 Jan 1930,https://m.media-amazon.com/images/M/MV5BMjE1MTk4NjczNl5BMl5BanBnXkFtZTgwMjkwMDY0MjE@._V1_SX300.jpg,1929/30 (3rd),Best Picture,The Love Parade,NO
Fox,"Crime, Drama, Mystery, Thriller",,5.4,,,Venus,04 Sep 2009,https://m.media-amazon.com/images/M/MV5BMDA4YTk5OWUtNGZjZS00Yjc3LWEzOTMtNzNhYTJmZjZlYWJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,1928/29 (2nd),Best Picture,Fox,NO
Fox,"Crime, Drama, Mystery, Thriller",,5.4,,,Venus,04 Sep 2009,https://m.media-amazon.com/images/M/MV5BMDA4YTk5OWUtNGZjZS00Yjc3LWEzOTMtNzNhYTJmZjZlYWJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,1927/28 (1st),Best Picture,Fox,NO
Fox,"Crime, Drama, Mystery, Thriller",,5.4,,,Venus,04 Sep 2009,https://m.media-amazon.com/images/M/MV5BMDA4YTk5OWUtNGZjZS00Yjc3LWEzOTMtNzNhYTJmZjZlYWJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,1928/29 (2nd),Best Picture,Fox,NO
Fox,"Crime, Drama, Mystery, Thriller",,5.4,,,Venus,04 Sep 2009,https://m.media-amazon.com/images/M/MV5BMDA4YTk5OWUtNGZjZS00Yjc3LWEzOTMtNzNhYTJmZjZlYWJkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,1927/28 (1st),Best Picture,Fox,NO
